id;task;face_gender;date;trial;img_number;button_pressed;classification;RT;time;actor;group;ethni;age;gender
IM1;FA;M;13-Feb-2019;1;16;76;1;4.8131;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;2;3;65;0;1.8955;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;3;6;65;0;2.485;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;4;6;76;1;1.9084;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;5;12;65;0;5.9227;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;6;4;76;1;3.4124;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;7;14;65;0;9.1076;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;8;21;76;1;2.9744;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;9;14;65;0;2.9065;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;10;1;65;0;2.3281;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;11;21;76;1;2.1064;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;12;3;65;0;1.9886;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;13;18;65;0;2.076;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;14;18;76;1;4.5159;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;15;1;65;0;2.4428;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;16;1;65;0;1.5365;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;17;1;65;0;1.6801;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;18;20;76;1;3.1206;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;19;15;65;0;2.107;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;20;1;65;0;1.8202;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;21;19;76;1;1.872;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;22;2;65;0;2.156;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;23;13;65;0;3.7602;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;24;19;76;1;1.887;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;25;19;76;1;3.0836;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;26;20;76;1;1.6384;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;27;1;65;0;2.1789;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;28;2;65;0;1.4884;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;29;1;65;0;1.4693;T1;1;E;J;9;m
IM1;FA;M;13-Feb-2019;30;18;76;1;1.5543;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;1;1;65;0;19.517;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;2;5;65;0;2.8758;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;3;5;65;0;6.5772;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;4;4;65;0;4.0166;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;5;13;76;1;2.2131;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;6;1;65;0;2.1927;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;7;1;65;0;7.3281;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;8;1;65;0;1.6957;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;9;15;76;1;1.881;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;10;19;76;1;1.943;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;11;6;65;0;1.068;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;12;17;76;1;1.296;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;13;20;76;1;1.5594;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;14;5;65;0;1.3438;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;15;18;76;1;1.2006;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;16;17;76;1;2.161;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;17;16;76;1;1.4972;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;18;1;65;0;1.3772;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;19;17;76;1;1.582;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;20;18;76;1;1.2886;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;21;2;65;0;1.267;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;22;19;76;1;2.4592;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;23;18;76;1;1.8916;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;24;5;65;0;2.2313;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;25;1;65;0;3.735;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;26;17;76;1;1.4713;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;27;4;65;0;1.4131;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;28;16;76;1;1.6502;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;29;4;65;0;1.5538;T1;1;E;J;9;m
IM1;HS;F;13-Feb-2019;30;12;65;0;3.5499;T1;1;E;J;9;m
IM10;FA;F;17-Feb-2019;1;16;76;1;5.8361;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;2;3;76;1;5.7356;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;3;6;76;1;9.829;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;4;6;76;1;3.4675;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;5;12;65;0;7.8198;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;6;4;65;0;3.8201;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;7;14;76;1;4.7249;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;8;21;65;0;3.2552;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;9;14;76;1;7.2952;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;10;1;65;0;5.2443;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;11;21;65;0;12.8668;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;12;3;65;0;2.7965;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;13;18;76;1;5.7865;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;14;18;76;1;2.8137;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;15;1;65;0;1.8945;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;16;1;65;0;2.2482;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;17;1;65;0;1.7875;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;18;20;76;1;5.1683;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;19;15;76;1;3.1319;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;20;1;65;0;4.0665;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;21;19;65;0;7.8148;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;22;2;65;0;2.9441;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;23;13;76;1;9.555;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;24;19;76;1;2.4709;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;25;19;65;0;2.8777;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;26;20;76;1;2.3648;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;27;1;65;0;2.8749;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;28;2;65;0;1.9571;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;29;1;65;0;2.065;T1;1;E;S;9;m
IM10;FA;F;17-Feb-2019;30;18;65;0;1.8957;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;1;1;65;0;89.7944;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;2;5;76;1;5.4652;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;3;5;65;0;4.0191;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;4;4;65;0;6.5531;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;5;13;76;1;2.3095;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;6;1;65;0;1.3211;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;7;1;65;0;2.3448;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;8;1;65;0;3.8197;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;9;15;76;1;2.4762;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;10;19;76;1;2.366;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;11;6;65;0;2.6813;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;12;17;76;1;2.4042;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;13;20;76;1;2.1849;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;14;5;76;1;2.9517;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;15;18;76;1;2.2559;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;16;17;76;1;2.18;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;17;16;76;1;1.8126;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;18;1;65;0;2.3273;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;19;17;76;1;3.0179;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;20;18;76;1;2.0563;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;21;2;65;0;2.9592;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;22;19;76;1;2.0164;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;23;18;76;1;1.7331;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;24;5;76;1;2.5681;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;25;1;65;0;2.0942;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;26;17;76;1;1.4153;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;27;4;76;1;3.1651;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;28;16;76;1;1.8753;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;29;4;76;1;2.5034;T1;1;E;S;9;m
IM10;HS;M;17-Feb-2019;30;12;76;1;3.3621;T1;1;E;S;9;m
IM11;FA;M;17-Feb-2019;1;21;76;1;4.618;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;2;21;76;1;2.3785;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;3;3;65;0;4.3016;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;4;17;76;1;2.1025;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;5;19;65;0;2.7482;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;6;14;76;1;1.9821;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;7;5;65;0;5.2983;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;8;1;65;0;7.5162;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;9;2;76;1;2.2244;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;10;20;65;0;4.1223;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;11;4;76;1;1.8472;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;12;10;65;0;2.4211;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;13;2;76;1;2.0168;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;14;16;65;0;3.1316;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;15;1;76;1;4.1103;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;16;17;65;0;3.811;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;17;1;76;1;3.4155;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;18;17;65;0;2.2458;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;19;1;76;1;2.5174;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;20;1;65;0;2.5894;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;21;21;65;0;6.0183;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;22;3;76;1;3.7517;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;23;16;65;0;3.8032;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;24;17;76;1;5.8282;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;25;20;65;0;2.867;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;26;5;76;1;2.6341;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;27;5;65;0;3.2047;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;28;5;76;1;1.9954;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;29;1;65;0;3.3132;T1;1;E;S;8;f
IM11;FA;M;17-Feb-2019;30;21;76;1;1.7074;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;1;1;65;0;5.4499;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;2;13;65;0;6.4147;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;3;12;76;1;5.1414;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;4;16;65;0;3.9623;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;5;9;76;1;3.9707;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;6;4;65;0;10.782;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;7;21;76;1;3.6091;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;8;1;65;0;2.8953;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;9;17;76;1;2.8667;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;10;1;65;0;2.0579;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;11;16;76;1;4.0587;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;12;21;76;1;2.1917;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;13;17;76;1;2.3053;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;14;16;76;1;4.9193;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;15;1;65;0;2.1598;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;16;3;65;0;2.0337;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;17;4;65;0;1.7262;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;18;3;65;0;1.908;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;19;19;76;1;2.489;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;20;5;65;0;2.1144;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;21;21;76;1;1.901;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;22;16;76;1;2.8981;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;23;18;76;1;2.5029;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;24;4;65;0;2.1542;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;25;3;65;0;3.0234;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;26;4;65;0;3.2101;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;27;1;65;0;2.3155;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;28;20;76;1;2.8218;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;29;1;65;0;2.7678;T1;1;E;S;8;f
IM11;HS;F;17-Feb-2019;30;2;65;0;3.2321;T1;1;E;S;8;f
IM12;FA;F;17-Feb-2019;1;5;65;0;3.3542;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;2;15;76;1;6.565;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;3;6;65;0;2.1595;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;4;17;76;1;1.3709;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;5;5;65;0;2.3968;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;6;21;76;1;2.5001;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;7;3;65;0;2.7331;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;8;18;76;1;5.4127;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;9;5;65;0;2.9372;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;10;17;76;1;2.1359;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;11;21;76;1;1.9237;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;12;1;65;0;1.6266;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;13;17;76;1;7.0541;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;14;5;65;0;3.5489;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;15;5;65;0;1.9087;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;16;15;76;1;2.2113;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;17;17;76;1;2.0652;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;18;19;76;1;2.0285;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;19;19;76;1;1.2681;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;20;6;65;0;1.3313;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;21;5;65;0;2.0166;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;22;1;65;0;2.6802;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;23;16;76;1;1.6889;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;24;18;76;1;1.5987;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;25;16;76;1;1.787;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;26;1;65;0;2.4232;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;27;1;65;0;2.2641;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;28;1;65;0;2.7899;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;29;13;76;1;2.0058;T1;1;E;S;10;f
IM12;FA;F;17-Feb-2019;30;1;65;0;1.5421;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;1;3;65;0;4.3761;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;2;4;65;0;5.0817;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;3;18;76;1;3.0066;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;4;19;76;1;1.5951;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;5;13;76;1;2.0792;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;6;1;65;0;2.7485;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;7;2;65;0;1.8165;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;8;1;65;0;1.7922;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;9;17;76;1;1.8602;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;10;19;76;1;1.3713;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;11;1;65;0;1.9591;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;12;1;65;0;2.2515;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;13;14;76;1;2.5898;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;14;15;76;1;2.1343;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;15;2;65;0;2.0071;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;16;17;76;1;1.535;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;17;6;65;0;2.0892;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;18;2;65;0;1.566;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;19;5;65;0;2.0495;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;20;17;76;1;1.5866;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;21;1;65;0;1.931;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;22;20;76;1;1.8561;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;23;1;65;0;1.6869;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;24;1;65;0;2.4434;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;25;19;76;1;1.799;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;26;20;76;1;1.6597;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;27;19;76;1;1.5114;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;28;15;76;1;1.8769;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;29;3;65;0;1.9451;T1;1;E;S;10;f
IM12;HS;M;17-Feb-2019;30;15;76;1;1.5227;T1;1;E;S;10;f
IM13;FA;M;17-Feb-2019;1;13;76;1;4.5852;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;2;8;65;0;3.3228;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;3;16;65;0;2.5711;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;4;20;65;0;4.3113;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;5;14;65;0;6.3133;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;6;19;65;0;3.6953;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;7;15;65;0;12.2621;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;8;1;65;0;40.4627;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;9;21;65;0;7.7934;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;10;6;76;1;6.0778;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;11;16;65;0;5.0509;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;12;15;76;1;5.9855;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;13;16;65;0;4.5682;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;14;2;65;0;3.5409;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;15;2;65;0;2.4003;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;16;1;65;0;1.7298;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;17;1;65;0;1.3656;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;18;3;65;0;2.135;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;19;14;76;1;3.5289;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;20;12;76;1;4.2184;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;21;1;65;0;1.6009;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;22;18;65;0;2.4692;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;23;1;65;0;2.2688;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;24;14;76;1;2.3689;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;25;9;76;1;3.9684;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;26;7;65;0;2.7726;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;27;4;65;0;2.2661;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;28;16;65;0;3.4078;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;29;4;65;0;2.3495;T1;1;E;S;8;f
IM13;FA;M;17-Feb-2019;30;5;65;0;2.3297;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;1;12;76;1;14.1605;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;2;16;76;1;8.3848;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;3;21;76;1;8.1263;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;4;17;76;1;6.3166;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;5;1;65;0;2.3475;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;6;1;65;0;8.669;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;7;1;65;0;2.2989;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;8;1;65;0;2.3505;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;9;19;76;1;3.0824;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;10;20;76;1;1.493;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;11;13;76;1;1.5977;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;12;1;65;0;1.8205;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;13;8;65;0;5.4158;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;14;21;76;1;2.202;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;15;2;65;0;1.2694;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;16;1;65;0;1.7642;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;17;2;65;0;2.5446;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;18;4;65;0;1.6446;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;19;5;65;0;1.8536;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;20;13;76;1;2.9351;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;21;21;76;1;2.2403;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;22;16;76;1;3.04;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;23;8;76;1;1.5022;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;24;5;65;0;1.956;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;25;18;76;1;1.3157;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;26;1;65;0;2.0162;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;27;1;65;0;2.2786;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;28;11;76;1;1.9356;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;29;14;76;1;1.1818;T1;1;E;S;8;f
IM13;HS;F;17-Feb-2019;30;21;76;1;2.2008;T1;1;E;S;8;f
IM14;FA;M;17-Feb-2019;1;3;65;0;7.8623;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;2;11;76;1;2.9672;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;3;1;65;0;2.9476;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;4;18;76;1;1.6478;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;5;19;76;1;1.5666;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;6;3;65;0;1.7798;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;7;6;65;0;3.1532;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;8;18;76;1;1.5859;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;9;5;65;0;1.7993;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;10;21;76;1;1.3894;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;11;7;65;0;5.1082;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;12;16;76;1;1.6097;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;13;17;76;1;1.3874;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;14;16;76;1;1.2909;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;15;3;65;0;1.7752;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;16;6;65;0;2.2808;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;17;21;76;1;1.1657;T1;1;E;S;10;f
IM14;FA;M;17-Feb-2019;18;15;76;1;2.6961;T1;1;E;S;10;f
